index,word,pinyin,origin
41782,拗口,,
41783,霸业,,
41784,百发百中,,
41785,摆样子,,
41786,斑纹,,
41787,搬入,,
41788,板球,,
41789,包打听,,
41790,保不定,,
41791,抱残守缺,,
41792,爆米花,,
41793,背头,,
41794,崩裂,,
41795,闭馆,,
41796,弊政,,
41797,濒死,,
41798,鹁鸽,,
41799,不白之冤,,
41800,财阀,,
41801,层峦叠嶂,,
41802,馋涎,,
41803,撤资,,
41804,陈言,,
41805,撑死,,
41806,诚邀,,
41807,重振旗鼓,,
41808,丑八怪,,
41809,出岔子,,
41810,垂范,,
41811,蠢货,,
41812,粗陋,,
41813,粗莽,,
41814,脆生生,,
41815,村公所,,
41816,打嗝儿,,
41817,大器晚成,,
41818,大雄宝殿,,
41819,大杂烩,,
41820,单名,,
41821,胆管,,
41822,灯草,,
41823,等式,,
41824,地角,,
41825,地陷,,
41826,跌价,,
41827,斗牛士,,
41828,逗号,,
41829,毒饵,,
41830,独木舟,,
41831,额数,,
41832,贰臣,,
41833,发僵,,
41834,法盲,,
41835,翻建,,
41836,反义词,,
41837,脱岗,,
41838,犯上,,
41839,芒硝,,
41840,犯疑,,
41841,放血,,
41842,放债,,
41843,焚尸,,
41844,凤蝶,,
41845,奉告,,
41846,孵卵,,
41847,服软,,
41848,复读机,,
41849,改容,,
41850,干硬,,
41851,坩埚,,
41852,赶尽杀绝,,
41853,高官厚禄,,
41854,高粱面,,
41855,高徒,,
41856,工青妇,,
41857,公正无私,,
41858,功罪,,
41859,沟沟坎坎,,
41860,掴,,
41861,鬼点子,,
41862,国花,,
41863,国破家亡,,
41864,过家家,,
41865,海子,,
41866,航校,,
41867,后福,,
41868,囫囵吞枣,,
41869,化干戈为玉帛,,
41870,黄毛丫头,,
41871,婚书,,
41872,火箭炮,,
41873,基诺族,,
41874,加刑,,
41875,减色,,
41876,碳化,,
41877,践约,,
41878,叫座儿,,
41879,洁具,,
41880,解愁,,
41881,解构,,
41882,金童玉女,,
41883,进击,,
41884,菁菁,,
41885,景颇族,,
41886,救命稻草,,
41887,巨擘,,
41888,拒捕,,
41889,剧社,,
41890,捐弃前嫌,,
41891,开诊,,
41892,狂草,,
41893,劳神,,
41894,磷脂,,
41895,流水账,,
41896,滤波,,
41897,乱弹琴,,
41898,落草,,佛源
41899,麻线,,
41900,麻醉品,,
41901,毛毡,,
41902,闷声不响,,
41903,门户之见,,
41904,棉线,,
41905,秒针,,
41906,末流,,
41907,男尊女卑,,
41908,年夜,,
41909,孽障,,
41910,排险,,
41911,攀龙附凤,,
41912,泡制,,
41913,披阅,,
41914,皮笑肉不笑,,
41915,飘溢,,
41916,品貌,,
41917,瓶瓶罐罐,,
41918,铺路石,,
41919,千斤顶,,
41920,仟,,
41921,钎子,,
41922,悭吝,,
41923,收阴,,
41924,前奏曲,,
41925,墙纸,,
41926,抢攻,,
41927,切分,,
41928,清道,,
41929,情丝,,
41930,劝谏,,
41931,确非,,
41932,任便,,
41933,儒将,,
41934,入戏,,
41935,撒泼,,
41936,慑服,,
41937,世态炎凉,,
41938,视盘,,
41939,手底下,,
41940,手卷,,
41941,授旗,,
41942,熟地,,
41943,暑天,,
41944,顺带,,
41945,私见,,
41946,四环素,,外来
41947,松明,,
41948,抬价,,
41949,谈天说地,,
41950,套管,,
41951,提纲挈领,,
41952,天狼星,,
41953,网虫,,
41954,恬不知耻,,
41955,童音,,
41956,透雨,,
41957,退党,,
41958,娃娃脸,,
41959,娃娃鱼,,
41960,瓦蓝,,
41961,万念俱灰,,
41962,为富不仁,,
41963,伪作,,
41964,巫医,,
41965,无可指责,,
41966,无烟煤,,
41967,误传,,
41968,洗涮,,
41969,下世,,
41970,闲言碎语,,
41971,衔恨,,
41972,响彻云霄,,
41973,小量,,
41974,小五金,,
41975,孝衣,,
41976,熊市,,
41977,蓄养 ,,
41978,削瘦,,
41979,血流如注,,
41980,循例,,
41981,压惊,,
41982,雅量,,
41983,烟波,,
41984,妖孽,,
41985,腰眼,,
41986,叶轮,,
41987,夜明珠,,
41988,遗稿,,
41989,遗作,,
41990,以一当十,,
41991,倚老卖老,,
41992,忆苦思甜,,
41993,驿道,,
41994,应分,,
41995,油毡,,
41996,雨珠儿,,
41997,云图,,
41998,栽跟头,,
41999,责编,,
42000,扎堆,,
42001,渣土,,
42002,宅第,,
42003,折旧率,,
42004,砧板,,
42005,镇静剂,,日源
42006,志得意满,,
42007,治黄,,
42008,栉风沐雨,,
42009,中庸之道,,
42010,重利,,日源
42011,助选,,
42012,转口贸易,,
42013,自奉,,
42014,自然段,,
42015,醉态,,
42016,坐像,,
42017,哀哭,,
42018,暗喜,,
42019,敖包,,
42020,百叶,,
42021,摆酒,,
42022,半道,,
42023,帮衬,,
42024,避实就虚,,
42025,臂力,,
42026,不归路,,
42027,布面,,
42028,布票,,
42029,苍黄,,
42030,产成品,,
42031,嗔怒,,
42032,成规,,
42033,成数,,
42034,重犯,chóng fàn,
42035,抽丝,,
42036,出界,,
42037,出以公心,,
42038,初晴,,
42039,初雪,,
42040,除尘器,,
42041,处子,,
42042,春饼,,
42043,纯碱,,
42044,纯美,,
42045,凑数,,
42046,寸步不让,,
42047,打保票,,
42048,打砸抢,,
42049,单传,,佛源
42050,刀兵,,
42051,低度,,
42052,抵不上,,
42053,电子图书,,
42054,顶牛儿,,
42055,断裂带,,
42056,对光,,
42057,恶斗,,
42058,恶浊,,
42059,发窘,,
42060,罚跪,,
42061,防旱,,
42062,访古,,
42063,访求,,
42064,肥田,,
42065,封门,,
42066,俯卧撑,,
42067,改错,,
42068,赶工,,
42069,高领,,
42070,告饶,,
42071,固若金汤,,
42072,乖戾,,
42073,光灿灿,,
42074,果干儿,,
42075,裹胁,,
42076,海沟,,
42077,寒士,,
42078,旱路,,
42079,河网,,
42080,核大国,,
42081,盒装,,
42082,后台老板,,
42083,虎威,,
42084,花插,,
42085,黄杨,,
42086,恍如隔世,,
42087,辉光,,
42088,徽记,,
42089,浑水摸鱼,,
42090,火石,,
42091,机帆船,,
42092,积少成多,,
42093,继电器,,
42094,夹心,,
42095,解送,,
42096,金婚,,外来
42097,浸种,,
42098,晶状体,,
42099,精进,,佛源
42100,警语,,
42101,窘困,,
42102,救生艇,,
42103,锔,,外来
42104,拒贿,,
42105,军规,,
42106,可人,,
42107,可意,,
42108,坑骗,,
42109,苦丁茶,,
42110,苦相,,
42111,扩编,,
42112,老气,,
42113,立功赎罪,,
42114,联检,,
42115,练习簿,,
42116,临阵脱逃,,
42117,留利,,
42118,榴莲,,外来
42119,遛弯儿,,
42120,蝼蚁,,
42121,路风,,
42122,绿莹莹,,
42123,螺钉,,
42124,马头琴,,
42125,满打满算,,
42126,蜜枣,,
42127,民族资本,,
42128,命薄,,
42129,难分难解,,
42130,闹房,,
42131,年三十,,
42132,牛痘,,
42133,奴性,,
42134,暖色,,
42135,胚子,,
42136,陪送,péi sòng,
42137,蓬松松,,
42138,篷子,,
42139,偏房,,
42140,剽掠,,
42141,妻小,,
42142,启明星,,
42143,卡壳,,
42144,千刀万剐,,
42145,强震,,
42146,敲竹杠,,
42147,清仓,,
42148,清规戒律,,
42149,秋分,,
42150,曲高和寡,,
42151,犬齿,,
42152,劝善,,
42153,劝退,,
42154,濡湿,,
42155,软缎,,
42156,软件包,,
42157,沙鸥,,
42158,炝锅,,
42159,商法,,
42160,神异,,
42161,生鱼片,,
42162,甥女,,
42163,胜境,,
42164,尸横遍野,,
42165,师哥,,
42166,石墩,,
42167,世兄,,
42168,视神经,,
42169,手鼓,,
42170,熟客,,
42171,双关语,,
42172,爽气,,
42173,水笔,,
42174,水酒,,
42175,死皮赖脸,,
42176,送检,,
42177,颂词,,
42178,干政,,
42179,俗文学,,
42180,诉冤,,
42181,尿泡,,
42182,台属,,
42183,太湖石,,
42184,太极图,,
42185,谈笑自若,,
42186,天梯,,
42187,通敌,,
42188,同路,,
42189,头昏脑胀,,
42190,土里土气,,
42191,退席,,
42192,拖曳,,
42193,纨绔子弟,,
42194,玩物丧志,,
42195,王母娘娘,,
42196,网膜,,
42197,围裹,,
42198,唯心史观,,
42199,尾翼,,
42200,未老先衰,,
42201,诬赖,,
42202,无关痛痒,,
42203,白菜价,,
42204,雾腾腾,,
42205,洗发水,,
42206,瞎忙,,
42207,下品,,
42208,相恋,,
42209,镶金,,
42210,歇手,,
42211,罢黜,,
42212,心善,,
42213,新姿,,
42214,兴师问罪,,
42215,绣品,,
42216,虚火,,
42217,血液病,,
42218,压缩空气,,
42219,轧花机,,
42220,言之成理,,
42221,验光,,
42222,阳伞,,
42223,洋洋自得,,
42224,样书,,
42225,妖气,,
42226,妖言惑众,,
42227,药味,,
42228,一个心眼儿,,
42229,一念之差,,
42230,胰腺炎,,
42231,以小见大,,
42232,倚势,,
42233,意兴,,
42234,幽微,,
42235,邮册,,
42236,油汪汪,,
42237,鱼肚白,,
42238,圆领,,
42239,云际,,
42240,张挂,,
42241,张三李四,,佛源
42242,招笑儿,,
42243,榛子,,
42244,诊断书,,日源
42245,正业,,
42246,知根知底,,
42247,纸醉金迷,,
42248,钟乳石,,
42249,助跑,,
42250,准点,,
42251,滋阴,,
42252,自成一体,,
42253,自顾不暇,,
42254,自画像,,日源
42255,自斟,,
42256,宗主国,,日源
42257,租户,,
42258,祖居,,
42259,氨气,,
42260,白蜡,,
42261,半路出家,,
42262,半身像,,
42263,包租,,
42264,报时,,
42265,备马,,
42266,本名,,
42267,比丘,,外来
42268,病疫,,
42269,不打自招,,
42270,布帛,,
42271,才思,,
42272,残虐,,
42273,舱室,,
42274,超拔,,
42275,成说,,
42276,橙汁,,
42277,驰驱,,
42278,尺码,,
42279,厨艺,,
42280,喘吁吁,,
42281,吹胡子瞪眼,,
42282,垂首,,
42283,春情,,
42284,检录,,
42285,次女,,
42286,赐教,,
42287,催眠术,,
42288,打挺儿,,
42289,大不敬,,
42290,丹凤眼,,
42291,单科,,
42292,党同伐异,,
42293,倒背如流,,
42294,悼亡,,
42295,低热,,
42296,籴,,
42297,敌占区,,
42298,颠来倒去,,佛源
42299,钉鞋,,
42300,丢丑,,
42301,冬装,,
42302,黩武,,
42303,断断,,
42304,客服,,
42305,恩准,,
42306,发涩,,
42307,发硬,,
42308,纺锤,,
42309,飞虫,,
42310,凤眼,,
42311,奉使,,
42312,干鲜果品,,
42313,甘休,,
42314,感慨系之,,
42315,各奔前程,,
42316,各别,,
42317,姑息养奸,,
42318,故伎重演,,
42319,故纸堆,,
42320,官架子,,
42321,海誓山盟,,
42322,氦,,外来
42323,横征暴敛,,
42324,后起,,
42325,忽悠,,
42326,弧光,,
42327,胡人,,
42328,糊涂账,,
42329,虎骨,,
42330,划水,,
42331,化学纤维,,
42332,画夹,,
42333,换汇,,
42334,磺胺,,
42335,回采,,
42336,诨名,,
42337,积善,,
42338,积雨,,
42339,基干,,
42340,脊椎骨,,
42341,假钞,,
42342,假洋鬼子,,
42343,剑侠,,
42344,讲交情,,
42345,绞杀,,
42346,绞刑架,,
42347,节录,,
42348,借据,,
42349,金笔,,
42350,锦标,,
42351,聚齐,,
42352,开航,,
42353,开镰,,
42354,课税,,
42355,枯寂,,
42356,拉祜族,,
42357,老粗,,
42358,老辣,,
42359,冷处理,,
42360,离合器,,
42361,寥若晨星,,
42362,螺丝刀,,
42363,落地窗,,
42364,曼声,,
42365,猫眼,,
42366,美人蕉,,
42367,蒙混,,
42368,米线,,
42369,面片儿,,
42370,面生,,
42371,蘑菇云,,
42372,内涝,,
42373,内迁,,
42374,年根,,
42375,年息,,
42376,鸟枪换炮,,
42377,凝脂,,
42378,捧读,,
42379,皮疹,,
42380,均富,,
42381,平底,,
42382,评理,,
42383,剖白,,
42384,起吊,,
42385,起居室,,
42386,气层,,
42387,弃儿,qì ér,
42388,清凉油,,
42389,求诊,,
42390,拳师,,
42391,日晒雨淋,,
42392,戎马倥偬,,
42393,肉馅儿,,
42394,洒扫,,
42395,三思而行,,
42396,三维空间,,
42397,丧乱,,
42398,杀身成仁,,
42399,商亭,,
42400,上货,,
42401,上镜,,
42402,烧碱,,
42403,审读,,
42404,升势,,
42405,声扬,,
42406,石竹,,
42407,释文,,
42408,瘦猴儿,,
42409,数说,,
42410,水战,,
42411,睡袋,,
42412,说白,,
42413,厮磨,,
42414,苏绣,,
42415,台柱子,,
42416,荣归故里,,
42417,泰然处之,,
42418,探察,,
42419,堂妹,,
42420,提花,,
42421,天干,,
42422,天灵盖,,
42423,条案,,
42424,跳级,,
42425,贴面,,
42426,挺括,,
42427,通观,,
42428,同心圆,,
42429,统摄,,
42430,投医,,
42431,突击手,,
42432,脱壳,,
42433,外交辞令,,
42434,乌木,,
42435,污言秽语,,
42436,无冕之王,,
42437,无师自通,,
42438,下半旗,,
42439,收阳,,
42440,下力,,
42441,涎着脸,,
42442,险遭,,
42443,现大洋,,
42444,相许,,
42445,饷银,,
42446,小解,,
42447,小可,,
42448,小巫见大巫,,
42449,小崽子,,
42450,小酌,,
42451,啸聚,,
42452,薪俸,,
42453,袖管,,
42454,绣像,,
42455,押宝,,
42456,押赴,,
42457,烟道,,
42458,眼眉,,
42459,扬花,,
42460,仰首,,
42461,咬耳朵,,
42462,鹞子,,
42463,耶和华,,外来
42464,以强凌弱,,
42465,音系,,
42466,引产,,
42467,瘾君子,,
42468,印儿,,
42469,用武,,
42470,游艺机,,
42471,右首,,
42472,原发性,,日源
42473,再世,,
42474,藏戏,,
42475,展卖,,
42476,征尘,,
42477,枝丫,,
42478,直待,,
42479,植皮,,日源
42480,制动器,,
42481,中上层,,
42482,猪蹄,,
42483,竹节,,
42484,主根,,日源
42485,状语,,
42486,准头,,
42487,紫铜,,
42488,自我标榜,,
42489,字帖,,
42490,棕榈油,,
42491,阻遏,,
42492,暗探,,
42493,摆谱儿,,
42494,碑记,,
42495,碑铭,,
42496,毙伤,,
42497,筚路蓝缕,,
42498,秉烛,,
42499,不耻下问,,
42500,不端,,
42501,草虫,,
42502,测字,,
42503,长毛兔,,
42504,常例,,
42505,车胎,,外来
42506,辰时,,
42507,谶语,,
42508,城厢,,
42509,吃派饭,,
42510,哧溜,,
42511,赤豆,,
42512,重光,,
42513,抽油烟机,,
42514,初旬,,
42515,雏儿,,
42516,搐动,,
42517,传本,,
42518,垂成,,
42519,催泪弹,,
42520,大换血,,
42521,呆傻,,
42522,胆小如鼠,,
42523,淡青,,
42524,挡路,,
42525,搬弄是非,,
42526,当票,,
42527,倒打一耙,,
42528,灯彩,,
42529,垫圈,,
42530,调派,,
42531,定息,,
42532,毒计,,
42533,独个儿,,
42534,独幕剧,,
42535,犊子,,
42536,赌棍,,
42537,度量衡,,
42538,多嘴多舌,,
42539,鹅蛋脸,,
42540,恶狗,,
42541,恶言,,
42542,翻跟头,,
42543,犯事,,
42544,肥瘦,,
42545,奋飞,,
42546,风姿绰约,,
42547,锋芒毕露,,
42548,蜂群,,
42549,讽喻,,
42550,佛光,,
42551,扶疏,,
42552,服罪,,
42553,浮财,,
42554,复音,,
42555,富贵病,,
42556,干打垒,,
42557,干瞪眼,,
42558,钢索,,
42559,高朋满座,,
42560,隔板,,
42561,工日,,
42562,工长,,
42563,狗急跳墙,,佛源
42564,狗血喷头,,
42565,姑子,,
42566,惯犯,,
42567,规整,,
42568,滚水,,
42569,磙子,,
42570,骇异,,
42571,汉民,,
42572,河蚌,,
42573,核弹,,
42574,核军备,,
42575,鸿毛,,
42576,鸿门宴,,
42577,既往不咎,,
42578,寄宿学校,,
42579,简体,,
42580,见教,,
42581,见异思迁,,
42582,见诸,,
42583,叫号,,
42584,叫苦连天,,
42585,孑遗,,
42586,节选,,
42587,金科玉律,,
42588,噤若寒蝉,,
42589,京韵大鼓,,
42590,经年累月,,佛源
42591,惊堂木,,
42592,井绳,,
42593,警纪,,
42594,旧学,,
42595,砍价,,
42596,看笑话,,
42597,苛政,,
42598,课间操,,
42599,空洞无物,,
42600,空门,,佛源
42601,空档,,
42602,困厄,,
42603,喇叭裤,,
42604,锒铛入狱,,
42605,老窖,,
42606,累加,,
42607,冷箭,,
42608,厉鬼,,
42609,鲢鱼,,
42610,镂花,,
42611,马裤,,
42612,曼妙,,
42613,曼舞,,
42614,冒牌货,,
42615,眉峰,,
42616,猛禽,,
42617,秘而不宣,,
42618,苗情,,
42619,名垂青史,,
42620,明矾,,
42621,母带,,
42622,拿获,,
42623,拿问,,
42624,讣文,,
42625,拟稿,,
42626,年刊,,
42627,烦琐,,
42628,轮替,,
42629,年事,,
42630,女家,,
42631,副修,,
42632,藕荷,,
42633,爬格子,,
42634,拼图,,
42635,七老八十,,
42636,棋圣,,
42637,泣诉,,
42638,抢点,,
42639,抢渡,,
42640,巧干,,
42641,情杀,,
42642,情知,,
42643,请功,,
42644,取景,,
42645,犬牙交错,,
42646,缺斤短两,,
42647,燃烧弹,,
42648,人模狗样,,
42649,三顾茅庐,,
42650,三生有幸,,
42651,散热器,,
42652,搔首弄姿,,
42653,伤风败俗,,
42654,商队,,
42655,上行下效,,佛源
42656,泼脏水,,
42657,摄录,,
42658,奇山异水,,
42659,麝,,
42660,深仇大恨,,
42661,升位,,
42662,诗韵,,
42663,血象,,
42664,世风日下,,
42665,收账,,
42666,首善之区,,
42667,寿材,,
42668,受礼,,
42669,赎身,,
42670,束手待毙,,
42671,数列,,
42672,水蛇,,
42673,睡椅,,
42674,顺遂,,
42675,坛坛罐罐,,
42676,桃花运,,
42677,提级,,
42678,提职,,
42679,通共,,
42680,通夜,,
42681,瞳仁,,
42682,头彩,,
42683,头胎,,
42684,投影仪,,
42685,图钉,,
42686,涂写,,
42687,托故,,
42688,驮运,,
42689,完璧归赵,,
42690,王族,,
42691,网袋,,
42692,网篮,,
42693,忘年交,,
42694,帷幔,,
42695,污泥浊水,,
42696,无力回天,,
42697,小童,,
42698,小样,,
42699,缢死,,
42700,薪炭林,,
42701,省视,,
42702,玄想,,
42703,旋儿,,
42704,削职,,
42705,雪青,,
42706,血口喷人,,
42707,言犹在耳,,
42708,奄奄,,
42709,眼晕,,
42710,佯称,,
42711,洋财,,
42712,仰赖,,
42713,邀请信,,
42714,瑶池,,
42715,药剂师,,
42716,遗精,,
42717,遗赠,,
42718,遗族,,
42719,议论文,,
42720,易位,,
42721,跌份,,
42722,因祸得福,,
42723,音容,,
42724,银饰,,
42725,寅吃卯粮,,
42726,引火烧身,,
42727,由此及彼,,
42728,油性,,
42729,有底,,
42730,梦魂萦绕,,
42731,样刊,,
42732,有色人种,,日源
42733,有始有终,,
42734,鱼尾纹,,
42735,渔轮,,
42736,雨幕,,
42737,雨云,,
42738,预警机,,
42739,欲擒故纵,,
42740,造市,,
42741,咋呼,,
42742,招股,,
42743,遮丑,,
42744,针孔,,
42745,知心人,,
42746,栀子,,
42747,中策,,
42748,诸子百家,,
42749,竹筏,,
42750,主修,,
42751,祝祷,,
42752,抓阄儿,,
42753,抓拍,,
42754,撞钟,,
42755,自矜,,
42756,钻井平台,,
42757,暗绿,,
42758,白丁,,
42759,白皮松,,
42760,百战不殆,,
42761,瘢痕,,
42762,板上钉钉,,
42763,保健操,,
42764,卑琐,,
42765,义仓,,
42766,篦,,
42767,边寨,,
42768,编次,,
42769,便溺,,
42770,便血,,
42771,兵祸,,
42772,兵源,,
42773,博士点,,
42774,薄地,,
42775,步哨,,
42776,财运,,
42777,采录,,
42778,菜窖,,
42779,藏龙卧虎,,
42780,草垫,,
42781,馋涎欲滴,,
42782,长命百岁,,
42783,唱机,,
42784,车轱辘,,
42785,陈放,,
42786,抽搭,,
42787,初夜,,
42788,吹灯,,
42789,春宫,,
42790,从商,,
42791,打谷场,,
42792,打拐,,
42793,打官腔,,
42794,打结,,
42795,歹心,,
42796,单簧管,,
42797,党规,,
42798,低分,,
42799,砥柱,,
42800,吊孝,,
42801,调调,,
42802,叠合,,
42803,读后感,,
42804,断句,,
42805,对牛弹琴,,佛源
42806,敦实,,
42807,儿马,,
42808,二元论,,
42809,发包人,,
42810,发刊,,
42811,发愿,,佛源
42812,法器,,
42813,返璞归真,,
42814,防地,,
42815,放工,,
42816,放浪形骸,,
42817,奋笔疾书,,
42818,风烛残年,,
42819,拂拭,,
42820,俯拾皆是,,
42821,腐儒,,
42822,腐竹,,
42823,复诊,,
42824,复种,,
42825,钢枪,,
42826,钢条,,
42827,高山反应,,
42828,隔行,,
42829,公使馆,,
42830,固沙林,,
42831,挂羊头卖狗肉,,
42832,哈巴狗,,
42833,汗牛充栋,,
42834,毫秒,,
42835,好吃懒做,,
42836,合缝,,
42837,合练,,
42838,黑户,,
42839,亨通,,
42840,忽冷忽热,,
42841,胡话,,
42842,花前月下,,
42843,样报,,
42844,幻景,,
42845,回嘴,,
42846,活钱儿,,
42847,祸端,,
42848,芨芨草,,
42849,鸡飞狗跳,,
42850,极目,,
42851,急弯,,
42852,集群,,
42853,家资,,
42854,假条,,
42855,检定,,
42856,浆液,,
42857,降旗,,
42858,窖藏,,
42859,接办,,
42860,接货,,
42861,疥,,
42862,借住,,
42863,锦鸡,,
42864,警容,,
42865,剧终,,
42866,聚散,,
42867,卷铺盖,,
42868,烤箱,,
42869,空寂,,佛源
42870,扣杀,,
42871,宽宏,,
42872,匡算,,
42873,亏欠,,
42874,拉锯,,
42875,劳苦功高,,
42876,劳损,,
42877,老半天,,
42878,老骥伏枥,,
42879,冷凝器,,
42880,冷盘,,
42881,早慧,,
42882,离经叛道,,
42883,立体交叉,,
42884,凉丝丝,,
42885,两肋插刀,,
